A,X1,X2,Y
cat_51,-2.2823016950992905,1.597066175400477,1.6228387090521825
cat_92,1.4692252777332424,-0.7480326794220096,-0.5091487795090606
cat_14,-0.8646997143676525,2.0098078846811767,-0.6551216831567318
cat_71,-1.0938636399815336,0.6609326596677159,2.2622626443992613
cat_60,0.3562493206975751,1.6477996419384282,0.2163653925030673
cat_20,-0.37327075733085247,0.9398806476984126,-0.9260952995536652
cat_82,1.7793893076042426,-1.0922692960944544,2.6806593435275863
cat_86,1.3630331471275958,1.1457748222415707,1.0427738766546994
cat_74,-0.5108347024780763,-1.2526452982856955,0.21545990773456097
cat_74,1.0424849602058035,1.3542975083472342,0.4030693990743546
cat_87,-0.5452869003027524,1.150074113706651,0.033658149420332295
cat_99,-0.5539146254160118,-0.2843238361510544,0.7735317195425273
cat_23,0.7141847580629287,0.6679292371269033,0.9555840655089318
cat_2,1.455841090469153,-0.33369776676945073,0.6913335581485096
cat_21,-0.44107251781214923,0.294580073491791,-1.3551897206954733
cat_52,-0.36492877350214287,-1.8659128803778309,2.0171436633469613
cat_1,0.30120471909172103,-1.1381616922509656,-0.1501548219470755
cat_87,-0.8939904744695979,0.14570040865875467,1.2127702258436437
cat_29,1.5654103898262526,-0.5984938961640791,1.4091508164883768
cat_37,-0.9035526085616354,0.08284562583321309,0.15712572750753395
cat_1,-0.6331937655359954,-0.5722063813947964,0.4726008501589004
cat_63,1.7672390710395363,1.0954399697847526,1.2181715339284136
cat_59,0.21458842888850235,-1.9638214737326085,0.30837347370130097
cat_20,1.943583428819606,2.4396902671458434,0.9739798663976991
cat_32,-0.21927752068446632,-0.0495326086071568,-0.01911179816665176
cat_75,2.519518819872356,0.5596213020282794,0.3475058379419034
cat_57,0.6156499804961479,1.349620889691245,1.0946777135187507
cat_21,-0.7524359526119162,2.1971629595647175,0.7616506897173915
cat_88,-0.7678376186746914,0.3489608531276538,1.1594623110998605
cat_48,-1.4572079108010887,1.3821804786232348,2.112976974945527
cat_90,-1.3478149460094058,0.2777390657033756,1.1494459462782478
cat_58,-0.6595315844493616,1.701828409648988,0.5082437602359524
cat_41,-0.9915984395831186,1.3374517011952278,0.8870648302709976
cat_91,-2.577931192274492,-0.11201632199753186,2.9389690903421304
cat_59,0.8415209918809313,1.3471414186260904,-0.12401899077603673
cat_79,0.7753377209060537,-0.5384614471705698,2.6318797682942554
cat_14,0.30837687697578375,-0.3672674603572849,0.7868752205965385
cat_61,-1.1349664169527571,-0.5583928676837212,0.6907328385783713
cat_61,1.6467921087553123,0.7819524048453229,0.7392961791453165
cat_46,-0.17816809029657246,1.6765830119641194,0.4146439785051548
cat_61,-0.8332328054847637,-0.46156838689862234,-1.0409102354602044
cat_50,0.23258613234332473,1.108017488596041,1.0100698189118538
cat_54,0.17523917154870886,0.49294285583683806,1.6910206878201444
cat_63,-2.502750383237931,-0.23300168938693155,0.374353448790665
cat_2,-0.03094537485389066,-0.28058701995106117,-0.33483999468101255
cat_50,0.12053902546970682,1.2859927495404957,0.10158706844737753
cat_6,-0.3787411740441498,1.1851799143665864,0.39768565780168363
cat_20,-1.3214548609811825,0.7547120492006978,0.9674813914492942
cat_72,-1.2919946083388678,0.8114807348756577,1.8271765512819582
cat_38,0.5140654308189794,0.6393640160284554,-1.1444775244533427
cat_17,0.7616009829401937,-0.31934158498662707,-0.018155877550011135
cat_3,-0.44800949489723085,0.27009407731505447,0.879580115453308
cat_88,0.3823177320427555,-0.532135745585097,-0.25397420696062256
cat_59,-0.4579182550938458,0.6495279705694924,0.6064914607385418
cat_13,-0.8532390027431336,2.0598894243330665,1.239843913943313
cat_8,0.2144968860886563,-0.15610339831504194,0.19907146668147635
cat_89,-1.149095002253519,2.0645884212352392,1.099725099076652
cat_52,1.8937840898320486,1.3920446697888504,-0.09763184661900581
cat_1,-1.437513712831372,1.5378259403657013,-0.42785414979707603
cat_83,0.2838273642292626,-2.216824683547233,1.0132900476055569
cat_91,0.1502393325596491,1.130998025255598,1.8548738304889751
cat_59,0.06147568072236704,1.3561650229039168,0.5475077471986225
