A,X1,X2,Y
cat_99,0.4967141530112327,2.394342873692622,0.6089148648026239
cat_99,-0.13826430117118466,1.919621120019389,1.0286044482759227
cat_99,0.6476885381006925,1.0546178070267942,0.37279815061940724
cat_99,1.5230298564080254,0.34805065940104607,0.8741339590484869
cat_99,-0.23415337472333597,1.6932107507202099,-0.7527214922474783
cat_99,-0.23413695694918055,1.3884728225283696,1.3237147310374775
cat_99,1.5792128155073915,1.8901806571343522,1.3431322597330184
cat_99,0.7674347291529088,1.6301592387885895,0.41765820283257904
cat_99,-0.4694743859349521,2.044540152425955,1.8117396821881253
cat_99,0.5425600435859647,0.459752225546052,2.0327888016463804
cat_99,-0.46341769281246226,2.3123815027409456,-0.4276760462695057
cat_99,-0.46572975357025687,1.1925870417990196,0.304948387363282
cat_99,0.24196227156603412,3.0702483097318853,0.5570661454491139
cat_99,-1.913280244657798,0.3057996190170521,-0.10566372656631928
cat_99,-1.7249178325130328,2.730951240271869,1.925065619814252
cat_99,-0.5622875292409727,1.1928982205692678,0.864222367466646
cat_99,-1.0128311203344238,0.3435694334921716,0.6635464271117839
cat_99,0.3142473325952739,0.5111016030522983,-0.9263400337353764
cat_99,-0.9080240755212109,0.6746401289122999,1.6070670726549552
cat_99,-1.4123037013352915,1.4191533835085364,-0.24358598952952804
cat_99,1.465648768921554,1.5178229251421196,1.3532672367793157
cat_99,-0.22577630048653566,0.42128743316804096,1.2919154883329622
cat_99,0.06752820468792384,0.9706328448456372,2.459462137898627
cat_99,-1.4247481862134568,3.1372577957184835,-0.14258200106198937
cat_99,-0.5443827245251827,2.7225306072073314,-1.8067099304459906
cat_99,0.11092258970986608,1.431311106780652,1.3330603515093666
cat_99,-1.1509935774223028,1.0329909152748202,2.7836983524027255
cat_99,0.37569801834567196,1.1150187638248812,2.3830054682631125
cat_99,-0.600638689918805,1.6085054098370366,1.305433524373069
cat_99,-0.2916937497932768,-0.02780512809178559,0.47140136368606633
cat_99,-0.6017066122293969,0.7376108996832749,1.815700462489318
cat_99,1.8522781845089378,-0.6735966367709695,0.13930939217594818
cat_99,-0.013497224737933921,1.3942105597118992,1.6094165399602358
cat_99,-1.0577109289559004,1.642183376809361,1.5589048410585928
cat_99,0.822544912103189,0.511800974807246,2.188631933296543
cat_99,-1.2208436499710222,2.568974200396653,3.889460531060261
cat_99,0.2088635950047554,-0.23077822589572128,1.3852119411962902
cat_99,-1.9596701238797756,-0.46938744310320024,0.2431180547008236
cat_99,-1.3281860488984305,1.219439255666592,0.9585384455914416
cat_99,0.19686123586912352,2.0420857397187744,-0.5501937702237085
cat_99,0.7384665799954104,2.6789151285644888,0.6420124768735518
cat_99,0.1713682811899705,0.53610317423768,0.6564521445362812
cat_99,-0.11564828238824053,2.0736682705379157,0.6667010379869949
cat_99,-0.3011036955892888,0.9564789676059128,1.2128798363420044
cat_99,-1.4785219903674274,0.8223601371658004,0.10695131940425673
cat_99,-0.7198442083947086,1.8786473745932923,2.23189842105095
cat_99,-0.4606387709597875,1.6473103155200395,1.1138616564808421
cat_99,1.0571222262189157,-0.5814047198776294,1.033258866602134
cat_99,0.3436182895684614,2.4715277868325156,0.9486073282337999
cat_99,-1.763040155362734,2.3750787912540714,1.211381984554733
cat_99,0.324083969394795,0.36942473559709055,1.8894365722734432
cat_99,-0.38508228041631654,1.3907909705440291,0.22842809040849088
cat_99,-0.6769220003059587,1.4890176233893588,0.4180805103397034
cat_99,0.6116762888408679,1.255661202930527,0.8779951575070949
cat_99,1.030999522495951,0.44468228326119985,-0.20331530579087986
cat_99,0.9312801191161986,0.3233640691685684,0.3011939962135989
cat_99,-0.8392175232226385,0.9694333661151747,0.5317881478512146
cat_99,-0.3092123758512146,2.1677164563659845,2.0552270258708245
cat_99,0.33126343140356396,1.5385875917010523,1.4445338684190068
cat_99,0.9755451271223592,0.624373105020514,1.3485691716884516
cat_99,-0.47917423784528995,1.7666861477549647,1.9746365902655596
cat_99,-0.18565897666381712,-1.8535551835234556,0.653694232688496
cat_99,-1.1063349740060282,2.1437531374787233,1.4891941033827791
cat_99,-1.1962066240806708,-0.7447263416714797,0.6976723875989086
cat_99,0.812525822394198,0.6325464957034879,1.404857018316017
cat_99,1.356240028570823,-0.12468245751952389,0.5353845366001676
cat_99,-0.07201012158033385,-0.2996940386142858,-1.481000137189271
